Auto_Date,Auto_Time,Form_No,Entry_Personnel,Filled_Date,FIR_No,Police_Station,Time_Of_Crash,Date_Of_Crash,Collision_Type,Hit_and_Run,Special_Case,Case File Available,Crash_Severity,No_Of_ Fatalities,No_Of_ Injured,No_Of_Vehicles,Location,Road_Type,Road_1,Road_2,Road_3,GPS_Lat,GPS_Long,Note,No_of_Lanes,Curb_Type,Shoulder_Type,Median_Type,Light_Condition,Weather_Condition,Crash_ID,Distance_From_Landmark,Text97,Veh_Rel_Travel_Dir
12-09-2022,08:44 AM,210050,Yatin Pimple,25-Apr-22,0050,21,20:30,23-01-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,near shop no 34,tpt azad pur delhi,new delhi,0,0,pedestrian was hit by truck from behind while loading goods in parked truck and was declared brought dead on arrival to hospital.,,,,,,,3446,0,west,Same Direction
12-09-2022,08:45 AM,210295,Yatin Pimple,25-Apr-22,0295,1,23:55,17-06-2021,Sideswipe (Same Direction),TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Main road najid,Majlis park metro station,delhi,0,0,Scooty driver hit by  tempo truck while taking U turn . Tempo driver ran away from site with his vehicle.,,,,,,,3447,1,north west,Same Direction
12-09-2022,08:45 AM,210818,Yatin Pimple,25-Apr-21,0818,1,09:00,19-12-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,Azad pur flyover chowk,delhi,,0,0,One unidentified person found dead on spot . Unknown vehicle,,,,,,,3448,0,North,Unknown
12-09-2022,08:45 AM,210006,Yatin Pimple,25-Apr-21,0006,2,20:30,03-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,in front of royal arches,bhaktawarpur road,ali pur delhi,0,0,Motorcycle driver hit by unknown vehicle . The driver was declared brought dead at hospital.,,,,,,,3449,2,north,Unknown
12-09-2022,08:45 AM,210029,Yatin Pimple,25-Apr-21,0029,2,08:50,16-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,Road near shankar jindal godam,Hamidpur,Delhi,0,0,An unknown person was found dead on the spot because he was hitted by an unknown vehicle.,,,,,,,3450,6,North,Unknown
12-09-2022,08:45 AM,210040,Yatin Pimple,25-Apr-21,0040,2,15:00,23-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,"Industrial Area, Near Old Age Home",Khera kala,Delhi,0,0,Motorcyclist was hit by the truck driver and was found dead on the spot as declared by the doctor.,,,,,,,3451,5,North-West,Unknown
12-09-2022,08:45 AM,210069,Yatin Pimple,25-Apr-21,0069,2,22:47,15-02-2021,Sideswipe (Same Direction),FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Taj pur Road,Singhu village,Delhi,0,0,Motor cycle driver and pillion rider hit by Tempo Tata 407.Pillion rider died on the spot and driver was hospitalised.Tempo driver was there available on site .,,,,,,,3452,4,north east,Same Direction
12-09-2022,08:45 AM,210099,Yatin Pimple,25-Apr-21,0099,2,23:00,07-03-2021,Sideswipe (Same Direction),TRUE,FALSE,FALSE,Fatal Crash,1,0,2,,,GTK Road,"Jindpur flyover , near U Turn","Sindhu Border, Delhi",0,0,Motorcycle was hit by unknown vehicle while taking U Turn . Driver of motorcycle died on the spot and pillion rider got injuried .,,,,,,,3453,3,north east,Same Direction
12-09-2022,08:45 AM,210006,Ashwani,25-Apr-22,0006,90,00:00,10-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,Bangla Shaib Gurudwara,Red Light,New Delhi,29,77,Unknown lady found unconscious on road . Impacting Vehicle also unknown.,,,,,,,3454,2,East,Unknown
12-09-2022,08:45 AM,210078,Ashwani,26-Apr-22,0078,90,19:30,14-06-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,Ridge Road near Ramnath viz,"Marg , from Karol Bagh towards Dhaula Kuan",New Delhi,29,77,One motorist found in accidental condition on road and taken to hospital by public in private vehicle .,,,,,,,3455,2,South West,Unknown
12-09-2022,08:45 AM,210008,Ashwani,26-Apr-22,0008,90,13:45,16-01-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Shankar road towards Rajender nagar,Near Shankar Road round about,Delhi,29,77,TSR auto overturns and hits scooty. Resulting in injury to both auto driver and scooty driver .,,,,,,,3456,2,North West,Unknown
12-09-2022,08:45 AM,210112,Ashwani,26-Apr-22,0112,90,23:15,19-08-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Bhai Veer singh marg,Baired Lane T point,near center Verge Delhi,29,77,One motorcycle found in accidental condition on road . No eye witness of the incident.,,,,,,,3457,2,East,Unknown
12-09-2022,08:45 AM,210113,Ashwani,26-Apr-22,0113,90,20:30,21-08-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,Baba Kharak Singh Marg,Infront of Bangla Sahib Gurudwara,Near Red Light,29,77,One pedestrian found dead on road with head injury . No eye witness of incident .,,,,,,,3458,2,South East,Unknown
12-09-2022,08:45 AM,210117,Ashwani,26-Apr-21,0117,90,08:00,16-08-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,1,0,Unknown,,Mandir marg Road,,,29,77,Two wheeler slipped driver and pillion rider injured . Later driver died in hospital under treatment.,,,,,,,3459,0,East,Not Applicable
12-09-2022,08:45 AM,210136,Ashwani,26-Apr-22,0136,90,14:00,14-11-2021,Others,FALSE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,R K Ashram Red Light,Punchkuia Road,New Delhi,29,77,"One boy run over by cluster bus on red light crossing . Victim rushed to hospital in PCR , Declared DOA by doctor.",,,,,,,3460,1,North East,Unknown
12-09-2022,08:45 AM,210140,Ashwani,26-Apr-21,0140,90,12:45,20-11-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Vandematram Marg,New Delhi,,29,77,"Motor cycle hit by car from behind , resulting in injuries to motorcycle driver and rider. Later during treatment pillion rider died.",,,,,,,3461,1,West,Same Direction
12-09-2022,08:45 AM,210146,Ashwani,26-Apr-22,0146,90,17:30,09-12-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,R K Ashram Metro station,Panchkuian Road,New Delhi,29,77,"One pedestrian brought to hospital in injuried condiotion . While under treatment he died . Hit and run case , no eye witness available",,,,,,,3462,1,East,Unknown
12-09-2022,08:45 AM,210149,Ashwani,26-Apr-22,0149,90,23:00,14-12-2021,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Vandematram marg,near Karol Bagh,Gurgaon bus stop Delhi,29,77,Brezza car found in accidental condition on road . Driver was unconcious and not responding,,,,,,,3463,2,west,Not Applicable
12-09-2022,08:45 AM,210234,Ashwani,26-Apr-22,0234,91,23:14,26-03-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,in front of Mangol pur village,on flyover mangol pur to madhuban,carriage way,29,77,one motorcyclist found unconcious on road . Case of hit and run .,,,,,,,3464,2,East,Unknown
12-09-2022,08:45 AM,210235,Ashwani,26-Apr-22,0235,91,14:30,27-03-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Elevated flyover road,from madhuban to peeragarhi,near west enclave pitampura delhi,29,77,driver and pillion rider on motorcycle hit by one tourist bus from behind .,,,,,,,3465,2,,Same Direction
12-09-2022,08:45 AM,210346,Ashwani,26-Apr-22,0346,91,00:30,12-04-2021,Head on Collision,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Opposite CNG pump,"Outer Ring road , Mangolpuri",Delhi,29,77,Scooty was hit Head on by truck . Driver died on spot and rider was injuried .,,,,,,,3466,2,,Opposite Direction
12-09-2022,08:45 AM,210802,Ashwani,26-Apr-22,0802,91,14:30,04-07-2021,Others,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,In front of Peeragarhi,towards Elevated road Mangolpuri,delhi,29,77,"Driver and helper were repairing there Tempo , while repairing helper was hit by TSR Auto . Injuries led to helper's death.",,,,,,,3467,1,East,Same Direction
12-09-2022,08:45 AM,210967,Ashwani,26-Apr-22,0967,91,13:45,05-08-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Metro pillar 9-10,near West Enclave Red light,Pritampura towards Madhuban Chowk,29,77,One person found in accidential condition . No vehicle found on spot .,,,,,,,3468,2,,Unknown
12-09-2022,08:45 AM,211194,Ashwani,26-Apr-22,1194,91,02:30,02-10-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Near Y Block Shamshan Ghat,Cut Khanjhawala Road,Mangolpuri Delhi,29,77,One Motorist found unconcious on road,,,,,,,3469,1,East,
12-09-2022,08:45 AM,211202,Ashwani,26-Apr-22,1202,91,00:00,21-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Main road near Bhagat Ram,Stadium Mangolpuri,Delhi,29,77,Pedestrian found injuried on road . Hit and run case.,,,,,,,3470,0,,Unknown
12-09-2022,08:45 AM,211315,Ashwani,26-Apr-22,1315,91,08:55,04-11-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Towards west enclave,To Peera garhi Outer Ring Road Flyover,Mangolpuri Delhi,29,77,One Motorist found in unconciuos state on road .,,,,,,,3471,1,East,Unknown
12-09-2022,08:45 AM,211415,Ashwani,26-Apr-22,1415,91,00:10,24-11-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,kanjhwhala Road near,Kaamdhenun school,Mangolpuri Delhi,29,77,"one Motorist found in unconcious state on road . Bike Parked on road , Hit and run case.",,,,,,,3472,2,,Unknown
12-09-2022,08:45 AM,211439,Ashwani,26-Apr-22,1439,91,17:15,28-11-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Elevated road near Kali mata Mandir,Towards Peeragarhi chowk,Pitampura chowk Delhi,29,77,One Motorist found in unconcious state on road .,,,,,,,3473,2,,Unknown
12-09-2022,08:45 AM,210135,Ashwani,26-Apr-22,0135,84,05:20,03-05-2021,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,GT road Flyover,Near Hanuman Mandir,Breaker MS Park Delhi,29,77,Motorist was speeding and hit the speed breaker.Driver was fine only the pillion rider fell of the bike and got injured.,,,,,,,3474,1,,Not Applicable
12-09-2022,08:45 AM,210485,Ashwani,27-Apr-22,0485,84,23:30,05-11-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Nathu Colony underpass,Shahadra,Delhi,29,77,Motorcycle along with driver found on road in unconcious state. When taken to hopital was declared DOA.,,,,,,,3476,1,,Unknown
12-09-2022,08:45 AM,210052,Ashwani,27-Apr-22,0052,92,14:00,28-03-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Bonta Park Road,Delhi,,29,77,"One lady found unconcious on road , later taken to hopital by son .",,,,,,,3477,1,South East,Unknown
12-09-2022,08:45 AM,210183,Ashwani,27-Apr-22,0183,92,06:00,12-12-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Ring Road Opposite Mall Apartment,Carriage way GTB Nagar to,Civil Lines Delhi,29,77,One man found in unconcious state with no vehicle and seems to be case of Hit and Run .,,,,,,,3478,1,North,Unknown
12-09-2022,08:45 AM,210184,Ashwani,27-Apr-22,0184,92,20:45,11-12-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Acharya sushil Marg,Near Chowk Chaburja,Delhi University,29,77,Scooty found in accidental state and both driver and rider were laying injured on the spot.,,,,,,,3479,2,South,Unknown
12-09-2022,08:45 AM,210354,Ashwani,27-Apr-22,0354,93,15:20,28-04-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,District Park Near Toilet District Park,From AP block petrol pump towards,Pitam pura Delhi,29,77,Rickshaw puller was hit by car and injured . Car driver fled from the scene . Two Eye witness followed the car for some distance .,,,,,,,3480,2,North west,Unknown
12-09-2022,08:45 AM,210372,Ashwani,27-Apr-22,0372,93,11:00,30-04-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Santom Hospital,Pitampura,,29,77,One Pedestrian found unconcious on road . Taken to hospital in private vehicle.,,,,,,,3481,2,North West,Unknown
12-09-2022,08:45 AM,210413,Ashwani,27-Apr-22,0413,93,22:53,12-05-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Outer Ring Road,Under pass Madhuban Chowk,Pitampura Delhi,29,77,Scooty driver was hit by some unknown vehicle. Was taken to hospital in CATS ambulance.,,,,,,,3482,2,South west,Unknown
12-09-2022,08:45 AM,210468,Ashwani,27-Apr-22,0468,93,09:15,29-05-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,elevated Road from Madhuban chowk,"to Mukarba Chowk , outer ring road",In front of Monte Carlo showroom near Santom hospital delhi,29,77,One Delhi police staff found in accidental conditionon road along her Scooty.,,,,,,,3483,2,North west,Unknown
12-09-2022,08:45 AM,210674,Ashwani,27-Apr-22,0674,93,19:20,13-07-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Outer Ring Road,Near Rakesh Petrol Pump,Pitampura Delhi,29,77,"One Pedestrian hit by unknown vehicle, no eyewitness found .",,,,,,,3484,2,South,Unknown
12-09-2022,08:45 AM,210778,Ashwani,27-Apr-22,0778,93,22:25,01-07-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Infront of New Bangali taxi stand,Near Sub Registrar ofiice,"Pitampura towards Madhuban Chowk , Outer Ring road",29,77,Rickshaw puller was hit by car and taken to hospital by ambulance .,,,,,,,3485,2,North,Unknown
12-09-2022,08:45 AM,210912,Ashwani,27-Apr-22,0912,93,00:40,26-08-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Prashant Vihar flyover Pitampura,In front of Santom Hospital,delhi,29,77,One Motor cycle rider hit by truck . No details of truck and Motorcycle driver available .,,,,,,,3486,2,west,Unknown
12-09-2022,08:45 AM,211173,Ashwani,27-Apr-22,1173,93,10:30,06-11-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Near Foot Over bridge , outer Ring Road",From Madhuban chowk to Mukarba chowk,opp. RL block Pitampura Delhi,29,77,One Motorcycle rider found  when taken to hospital declared DOA.,,,,,,,3487,2,WEST,Unknown
12-09-2022,08:45 AM,211233,Ashwani,27-Apr-22,1233,93,19:00,29-11-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Power House Pitampura,Outer Ring Road  Flyover,,29,77,"Motorcyclist was hit from behind by car , sustained injury and later taken to hospital  in an ambulance.",,,,,,,3488,2,North West,Same Direction
12-09-2022,08:45 AM,210121,Ashwani,27-Apr-22,0121,95,19:40,11-05-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Tagore School,Sat Guru Ram Singh Marg,Mayapuri Delhi,29,77,One pedestrian hit by Unknown vehicle. Taken to hospital by CATS ambulance.,,,,,,,3489,0,South,Unknown
12-09-2022,08:45 AM,210245,Ashwani,27-Apr-22,0245,95,00:00,03-07-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Phase 1 Mayapuri,Delhi,,29,77,"One person brought to hospital in ambulace .Hit and run case , victim in pedestrian .",,,,,,,3490,1,North East,Unknown
12-09-2022,08:45 AM,210362,Ashwani,27-Apr-22,0362,95,22:16,03-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Ram Mandir phase 1,Near Police station Mayapuri,Delhi,29,77,Pedestrian found injured and rushed to hospital by PCR van . Declared DOA.,,,,,,,3491,0,North,Unknown
12-09-2022,08:45 AM,210374,Ashwani,27-Apr-22,0374,95,,11-09-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Sat Guru Ram singh marg,Opp Crystal Palace Banquet Hall,Mayapuri,29,77,Motorcyclist hit by car and car Driver ran away from the accident site.,,,,,,,3492,0,South,Same Direction
12-09-2022,08:45 AM,210412,Ashwani,28-Apr-22,0412,95,05:00,11-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Main Road Satguru Ram Singh Marg,Near Mohan Mandir Gate,Mayapuri Delhi,29,77,"Pedestrian hit by unknown vehicle , died on the spot .",,,,,,,3493,1,West,Unknown
12-09-2022,08:45 AM,210428,Ashwani,28-Apr-22,0428,95,18:00,17-10-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Govt. Press Red Light,Mayapuri Delhi,,29,77,Cyclist was hit by Tempo which resulted in On the spot death of cyclist.,,,,,,,3494,2,North,Same Direction
12-09-2022,08:45 AM,210540,Ashwani,28-Apr-22,0540,95,00:00,30-12-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,opposite CNG pump,D Block Janakpuri,,29,77,Scooty rider was hit by an unknown vehicle . Victim was taken to hospital by public person .,,,,,,,3495,2,south,Same Direction
12-09-2022,08:45 AM,210081,Ashwani,28-Apr-22,0081,94,08:43,11-02-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Lane towards Gazipur,in front of Chilla Barat Ghar,Chilla Village Mayur Vihar 1 Delhi,29,77,Scooty and truck collided resulting in ON THE SPOT death of motorist and truck driver got injured.,,,,,,,3496,2,south,Same Direction
12-09-2022,08:45 AM,210183,Ashwani,28-Apr-22,0183,94,23:49,09-04-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Samachar Apartments,Bus Stop towards Akshardham,,29,77,Pedestrian hit by  unknown vehicle . Victim died on the spot . No details available about the vehicle nor of the victim .,,,,,,,3497,2,South west,Unknown
12-09-2022,08:45 AM,210347,Ashwani,28-Apr-22,0347,94,00:48,13-06-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Infront of Mother Dairy 17 block,Trilokpuri,Delhi,29,77,Pedestrian was hit by an unknown vehicle . Victim died on the spot and was taken to hospital by a passerby .,,,,,,,3498,1,East,Unknown
12-09-2022,08:45 AM,210407,Ashwani,28-Apr-22,0407,94,00:00,28-07-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,33 Block Trilokpuri,Delhi,,29,77,Pedestrian was hit by an unknown vehicle and taken to hospital by relative.,,,,,,,3499,2,East,Unknown
12-09-2022,08:45 AM,210422,Ashwani,28-Apr-22,0422,94,23:30,03-08-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,2,0,1,Unknown,,Road coming from DND Ashram road,Near Mayur Vihar Extention cut,Delhi,29,77,Two pedestrian were standing on road when a truck hit both of them one died on the spot other was taken to hospital and later he also died . Truck driver was present on site along with offending vehicle .,,,,,,,3500,2,South west,Same Direction
12-09-2022,08:45 AM,210467,Ashwani,28-Apr-22,0467,94,23:28,17-08-2021,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Divider DND Toll Tax,Mayur Vihar 1,Delhi,29,77,Scooty hit divider and rider died on the spot . Taken to hospital by friend .,,,,,,,3501,2,west,Not Applicable
12-09-2022,08:45 AM,210785,Ashwani,28-Apr-22,0785,94,20:15,16-12-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Noida link road,Towards Akshardham,opposite Samachar apartment,29,77,Motorcycle rider was hit by one unknown vehichle .,,,,,,,3502,2,south west,Unknown
12-09-2022,08:45 AM,210817,Ashwani,28-Apr-22,0817,94,20:10,27-12-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Red Light Near Ganda Nala,Dharamshila Hospital Delhi,,29,77,Pedestrian was run over by truck (no details available). Victim was taken to hospital but could not be revived after CPR.,,,,,,,3503,2,South East,Unknown
12-09-2022,08:45 AM,210003,Ashwani,28-Apr-22,0003,96,22:40,01-01-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Andheria more,Under Metro line,Going towarsd CDR chowk,29,77,Bike driver and pillion were hit by a car . Later car driver left the site .,,,,,,,3504,3,North,Same Direction
12-09-2022,08:45 AM,210138,Ashwani,28-Apr-22,0138,96,01:25,23-02-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,opp CNG pump Chattarpur,Near Satbari village,Main road  Chattarpur Delhi,29,77,Motorcyclist were hit by unknown vehicle . Both were taken to hospital by PCR . Driver of bike died during treatment and pillion was injured.,,,,,,,3505,7,North East,Unknown
12-09-2022,08:45 AM,210357,Ashwani,28-Apr-22,0357,96,00:00,02-06-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Tempo Stand Satbari,New Delhi,,28,77,"motorcycle Driver and pillion were hit by unknown vehicle . Both were taken to hospital , One died on spot and other had injuries.",,,,,,,3506,2,North,Unknown
12-09-2022,08:45 AM,210377,Ashwani,28-Apr-22,0377,96,13:00,15-06-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,1,0,Unknown,,"Kar Jain Dada Badi Temple ,",Foothpath Corner,MG Road,28,77,"Scooty skid off the road , injurying rider and pillion rider .",,,,,,,3507,2,,Not Applicable
12-09-2022,08:45 AM,210422,Ashwani,28-Apr-22,0422,96,00:20,20-07-2021,Sideswipe (Same Direction),TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,In front of Shamshan Ghat,Chattarpur Y point,to Mehrauli Carriage way,29,77,Bike riders were hit side ways by a water tanker .Driver of bike died in hospital and pillion was injured.,,,,,,,3508,3,south,Same Direction
12-09-2022,08:45 AM,210485,Ashwani,28-Apr-22,0485,96,10:20,24-08-2021,,FALSE,FALSE,FALSE,,0,0,0,,,T point Andheria More Red Light,Towards CDR Chowk Carriage way,Delhi,0,0,,,,,,,,3509,4,,
12-09-2022,08:45 AM,210632,Ashwani,28-Apr-22,0632,96,22:29,07-11-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near aggarwal medical store,Chattarpur Mandir New Delhi,,29,77,Pedestrian was hit by unknown vehicle . Victim taken to hospital in CATS ambulance.,,,,,,,3510,2,,Unknown
12-09-2022,08:45 AM,210730,Ashwani,28-Apr-22,0730,96,22:20,21-12-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,18/4 DLF Chattarpur,New Delhi,,28,77,"Car found in accidental condition , victim taken to hospital by family .",,,,,,,3511,5,,Unknown
12-09-2022,08:45 AM,210406,Ashwani,28-Apr-22,0406,96,02:10,02-07-2021,Right Angle Crash,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Y Point Red Light,Chattarpur New Delhi,,28,77,Bullet bike was hit by truck . Bike rider and pillion got injured and no details of truck driver were available .,,,,,,,3512,3,North,Perpendicular Direction
12-09-2022,08:45 AM,210001,Ashwani,28-Apr-22,0001,97,07:41,01-01-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Hanuman  MANDIR,Near POLICE COLONY,BHAMA SHAH MARG,29,77,Pedestrian hit by unknown vehicle . Victim was declared DOA when taken to hospital by CATS ambulance.,,,,,,,3513,0,,Unknown
12-09-2022,08:45 AM,210257,Ashwani,28-Apr-22,0257,97,22:00,04-06-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,GTK Road,Near Vinayak Hospital,Delhi,29,77,One person brought to hospital in unconcious condition. Accidental scooty found on spot only no details available .,,,,,,,3514,1,South,Unknown
12-09-2022,08:45 AM,210091,Ashwani,28-Apr-22,0091,98,05:15,24-03-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,between metro pillar no 745-746,"Main Najafgarh road , Uttam Nagar",Delhi,29,77,Pedestrian was hit by  unknown vehicle and died on the spot .,,,,,,,3515,2,,Unknown
12-09-2022,08:45 AM,210159,Ashwani,28-Apr-22,0159,98,16:00,14-04-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Metro Station Nawada,Najafgarh road,,29,77,Pedestrian was hit by unknown vehicle and taken to hospital no details available about transfer from site to hospital.,,,,,,,3516,2,,Unknown
12-09-2022,08:45 AM,210080,Ashwani,28-Apr-22,0080,449,,04-03-2022,Multi Vehicle Crash,FALSE,FALSE,FALSE,Fatal Crash,1,0,3,Unknown,,Zakira Flyover ashok Park to,"Anand Parbat , New Rohtak Road",In front of DLF gate,29,77,One Tempo and 02 bikes found on site . No other details available about incident.,,,,,,,3517,0,,Unknown
12-09-2022,08:45 AM,210085,Ashwani,28-Apr-22,0085,449,03:05,07-03-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Zakhira flyover , near",Zakhira Bus Stop,,29,77,One Scooty rider was hit by truck and rider died on the spot.,,,,,,,3519,2,East,Unknown
12-09-2022,08:45 AM,210129,Ashwani,28-Apr-22,0129,449,08:15,29-03-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Zakhira Flyover,Moti Nagar,,29,77,"Pedestrian hit by unknown vehicle , no other details available about the incident.",,,,,,,3520,2,East,Unknown
12-09-2022,08:45 AM,210434,Ashwani,28-Apr-22,0434,449,09:47,16-07-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Shadipur Flyover,Way to Moti Nagar,Delhi,29,77,Bike rider hit by unknown vehicle . Biker was taken to hospital .,,,,,,,3521,1,south,Unknown
12-09-2022,08:45 AM,210330,Ashwani,28-Apr-22,0330,449,06:00,12-06-2021,Head on Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Near pillar no 351,Ramesh Nagar Metro Station,on Najafgarh to Moti Nagar Road,29,77,Auto was hit head on by car . Auto driver was rushed to hospital and during transfer to other hospital was declared dead.,,,,,,,3522,2,south,Opposite Direction
12-09-2022,08:45 AM,210957,Ashwani,02-May-22,0957,100,00:00,02-07-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Near Metro Pillar no 517 Mundka ,",Main Delhi Rohtak Road,Towards Peeragarhi side .,29,77,"One Pedestrian was found dead on roadside , due to injuries sustained by vehicle hit .",,,,,,,3523,8,East,Unknown
12-09-2022,08:45 AM,211002,Ashwani,02-May-22,1002,100,10:45,17-10-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Metro pillar  no 602,"Near Hiran kund mor,",Delhi Rohtak Road,29,77,Pedestrian was killed by overturning of Goods Auto .,,,,,,,3524,8,,Unknown
12-09-2022,08:45 AM,211068,Ashwani,02-May-22,1068,100,22:30,27-11-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,Rohtak Road under Mundka Metro station,From Tikri Border to Nangloi,,29,77,One Pick up Van hit pedestrian on road and ran away . Pedestrian was taken to hospital by PCR and declared DOA.,,,,,,,3525,8,,Unknown
