Auto_Date,Auto_Time,Vehicle_ID,Crash_ID,Vehicle_Type,Impacting_VehOrObject,Veh_Reg_Number,Veh_Make,Veh_Model,Veh_Model_Year,Veh_TrafficViolation,Veh_Manoeuvre_at_Crash,Veh_Loading_Condition,Veh_Mechanical_Failure,Veh_Hazardous_Cargo,Vehicle_Fire,Veh_Disposition,Combo48
12-Sep-22,08:45 AM,5199,3508,MTW - Motorcycle Light,"Articulated Vehicle, Tractor Trailor",DL 3 SDQ 3984,,,,,,,,,,,
12-Sep-22,08:45 AM,5200,3510,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5201,3511,"Car - Van, Passenger",Unknown,DL 3CBE 3352,,,,,,,,,,,
12-Sep-22,08:45 AM,5202,3512,Two_Axle Heavy Commercial Vehicle,MTW - Motorcycle Heavy,HR 385 9065,,,,,,,,,,,
12-Sep-22,08:45 AM,5203,3512,MTW - Motorcycle Heavy,Multi-Axle Heavy Commercial Vehicle,DL 12SP 8541,,,,,,,,,,,
12-Sep-22,08:45 AM,5204,3513,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5205,3514,MTW - Scooter/Moped,Unknown,DL 8SCP 4580,,,,,,,,,,,
12-Sep-22,08:45 AM,5206,3515,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5207,3516,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5208,3517,Three Wheeler - Goods,MTW - Motorcycle Light,DL 1LP 7693,,,,,,,,,,,
12-Sep-22,08:45 AM,5209,3517,MTW - Motorcycle Light,Three Wheeler - Goods,DL 12 SA 7103,,,,,,,,,,,
12-Sep-22,08:45 AM,5210,3517,MTW - Motorcycle Light,MTW - Motorcycle Light,DL 4SCG 3119,,,,,,,,,,,
12-Sep-22,08:45 AM,5211,3519,Two_Axle Heavy Commercial Vehicle,MTW - Scooter/Moped,NL 01 AB 8454,,,,,,,,,,,
12-Sep-22,08:45 AM,5212,3519,MTW - Scooter/Moped,Two_Axle Heavy Commercial Vehicle,UP 80 DD 8368,,,,,,,,,,,
12-Sep-22,08:45 AM,5213,3520,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5214,3521,Unknown,MTW - Motorcycle Light,,,,,,,,,,,,
12-Sep-22,08:45 AM,5215,3521,MTW - Motorcycle Light,Unknown,DL 11 SX 6174,,,,,,,,,,,
12-Sep-22,08:45 AM,5216,3522,"Car - Jeep, Passenger","Three Wheeler - Passenger, Commercial",HP 97 6655,,,,,,,,,,,
12-Sep-22,08:45 AM,5217,3522,"Three Wheeler - Passenger, Commercial","Car - Jeep, Passenger",DL 1RZ 9444,,,,,,,,,,,
12-Sep-22,08:45 AM,5218,3523,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5219,3524,Three Wheeler - Goods,Pedestrian,DL 1LQ  2561,,,,,,,,,,,
12-Sep-22,08:45 AM,5220,3525,"Car - Jeep, Commercial",Pedestrian,DL 1LAE 7715,,,,,,,,,,,
12-Sep-22,08:45 AM,5221,3526,Two_Axle Heavy Commercial Vehicle,Pedestrian,HR 38X 3147,,,,,,,,,,,
12-Sep-22,08:45 AM,5222,3526,Two_Axle Heavy Commercial Vehicle,Two_Axle Heavy Commercial Vehicle,HR 38T 9041,,,,,,,,,,,
12-Sep-22,08:45 AM,5223,3527,Light Commercial Vehicle,Bicycle - Manual,DL 1CAE 8260,,,,,,,,,,,
12-Sep-22,08:45 AM,5224,3527,Bicycle - Manual,Light Commercial Vehicle,,,,,,,,,,,,
12-Sep-22,08:45 AM,5225,3527,Light Commercial Vehicle,Light Commercial Vehicle,DL 1CAE 8260,,,,,,,,,,,
12-Sep-22,08:45 AM,5226,3527,Light Commercial Vehicle,Light Commercial Vehicle,DL 1AF 2122,,,,,,,,,,,
12-Sep-22,08:45 AM,5227,3529,Intermediate Commercial Vehicle,Bicycle - Manual,DL 1LY 4442,,,,,,,,,,,
12-Sep-22,08:45 AM,5228,3529,Bicycle - Manual,Intermediate Commercial Vehicle,,,,,,,,,,,,
12-Sep-22,08:45 AM,5229,3530,Unknown,MTW - Motorcycle Light,,,,,,,,,,,,
12-Sep-22,08:45 AM,5230,3530,MTW - Motorcycle Light,Unknown,DL 1USA 0883,,,,,,,,,,,
12-Sep-22,08:45 AM,5231,3531,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5232,3532,Ambulance,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5233,3533,Bus,Pedestrian,DL 1PC 2685,,,,,,,,,,,
12-Sep-22,08:45 AM,5234,3534,Unknown,MTW - Motorcycle Light,,,,,,,,,,,,
12-Sep-22,08:45 AM,5235,3534,MTW - Motorcycle Light,Unknown,DL 9SAK 5102,,,,,,,,,,,
12-Sep-22,08:45 AM,5236,3535,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5237,3536,Unknown,MTW - Scooter/Moped,,,,,,,,,,,,
12-Sep-22,08:45 AM,5238,3536,MTW - Scooter/Moped,Unknown,DL 4SCZ 9932,,,,,,,,,,,
12-Sep-22,08:45 AM,5239,3537,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5240,3538,Two_Axle Heavy Commercial Vehicle,Pedestrian,RJ 02GA 9321,,,,,,,,,,,
12-Sep-22,08:45 AM,5241,3539,Multi-Axle Heavy Commercial Vehicle,Pedestrian,UP 64 T 9469,,,,,,,,,,,
12-Sep-22,08:45 AM,5242,3540,Two_Axle Heavy Commercial Vehicle,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5243,3541,"Articulated Vehicle, Tractor Trailor",MTW - Scooter/Moped,,,,,,,,,,,,
12-Sep-22,08:45 AM,5244,3541,MTW - Scooter/Moped,"Articulated Vehicle, Tractor Trailor",DL 4SCZ 7088,,,,,,,,,,,
12-Sep-22,08:45 AM,5245,3542,Mini Bus,Pedestrian,DL 1VA 9362,,,,,,,,,,,
12-Sep-22,08:45 AM,5246,3543,Two_Axle Heavy Commercial Vehicle,Bicycle - Manual,,,,,,,,,,,,
12-Sep-22,08:45 AM,5247,3543,Bicycle - Manual,Two_Axle Heavy Commercial Vehicle,,,,,,,,,,,,
12-Sep-22,08:45 AM,5248,3544,Two-Axle Medium Commercial Vehicle,"Car - Van, Passenger",DL 1LAA 5587,,,,,,,,,,,
12-Sep-22,08:45 AM,5249,3544,Two-Axle Medium Commercial Vehicle,Bicycle - Manual,DL 1LAA 5587,,,,,,,,,,,
12-Sep-22,08:45 AM,5250,3544,"Car - Van, Passenger",Two-Axle Medium Commercial Vehicle,DL 8CAP 8120,,,,,,,,,,,
12-Sep-22,08:45 AM,5251,3544,Bicycle - Manual,Two-Axle Medium Commercial Vehicle,,,,,,,,,,,,
12-Sep-22,08:45 AM,5252,3545,Bus,Pedestrian,DL 1PC 9417,,,,,,,,,,,
12-Sep-22,08:45 AM,5253,3546,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5254,3547,Unknown,MTW - Motorcycle Light,,,,,,,,,,,,
12-Sep-22,08:45 AM,5255,3547,MTW - Motorcycle Light,Unknown,DL 5SAE 9193,,,,,,,,,,,
12-Sep-22,08:45 AM,5256,3548,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5257,3549,"Three Wheeler - Passenger, Commercial",Unknown,DL 1RV 2195,,,,,,,,,,,
12-Sep-22,08:45 AM,5258,3550,MTW - Motorcycle Light,Unknown,DL 5SBU 5535,,,,,,,,,,,
12-Sep-22,08:45 AM,5259,3551,MTW - Motorcycle Light,Pedestrian,DL 5SBV 9953,,,,,,,,,,,
12-Sep-22,08:45 AM,5260,3552,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5261,3553,Two_Axle Heavy Commercial Vehicle,"Car - Van, Passenger",,,,,,,,,,,,
12-Sep-22,08:45 AM,5262,3553,"Car - Van, Passenger",Two_Axle Heavy Commercial Vehicle,DL 8CW 2661,,,,,,,,,,,
12-Sep-22,08:45 AM,5263,3554,Bus,MTW - Scooter/Moped,DL 1PD 4236,,,,,,,,,,,
12-Sep-22,08:45 AM,5264,3554,MTW - Scooter/Moped,Bus,DL 4SDA 6227,,,,,,,,,,,
12-Sep-22,08:45 AM,5265,3555,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5266,3556,"Car - Van, Passenger",Bicycle - Manual,HR 34k 5700,,,,,,,,,,,
12-Sep-22,08:45 AM,5267,3556,Bicycle - Manual,"Car - Van, Passenger",,,,,,,,,,,,
12-Sep-22,08:45 AM,5268,3557,"Car - Van, Commercial",MTW - Motorcycle Light,DL 1LV 3228,,,,,,,,,,,
12-Sep-22,08:45 AM,5269,3557,MTW - Motorcycle Light,Two-Axle Medium Commercial Vehicle,DL 4SDD 5043,,,,,,,,,,,
12-Sep-22,08:45 AM,5270,3557,Two-Axle Medium Commercial Vehicle,MTW - Motorcycle Light,DL 1LV 3566,,,,,,,,,,,
12-Sep-22,08:45 AM,5271,,MTW - Motorcycle Light,Intermediate Commercial Vehicle,DL 4SDD 5043,,,,,,,,,,,
12-Sep-22,08:45 AM,5272,3558,Two-Axle Medium Commercial Vehicle,MTW - Motorcycle Light,UP 14TK 3006,,,,,,,,,,,
12-Sep-22,08:45 AM,5273,3558,MTW - Motorcycle Light,Two-Axle Medium Commercial Vehicle,DL 4SCP 2468,,,,,,,,,,,
12-Sep-22,08:45 AM,5274,3559,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5275,3560,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5276,3561,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5277,3562,Two_Axle Heavy Commercial Vehicle,Intermediate Commercial Vehicle,DL 1LAA 3282,,,,,,,,,,,
12-Sep-22,08:45 AM,5278,3562,Intermediate Commercial Vehicle,Two_Axle Heavy Commercial Vehicle,DL 1LL  5115,,,,,,,,,,,
12-Sep-22,08:45 AM,5279,3563,Unknown,MTW - Motorcycle Light,,,,,,,,,,,,
12-Sep-22,08:45 AM,5280,3563,MTW - Motorcycle Light,Unknown,DL 3SA7926,,,,,,,,,,,
12-Sep-22,08:45 AM,5281,3564,Unknown,MTW - Motorcycle Light,,,,,,,,,,,,
12-Sep-22,08:45 AM,5282,3565,Car - Passenger,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5283,3566,Car - Passenger,MTW - Scooter/Moped,,,,,,,,,,,,
12-Sep-22,08:45 AM,5284,3566,MTW - Scooter/Moped,Car - Passenger,,,,,,,,,,,,
12-Sep-22,08:45 AM,5285,3567,MTW - Motorcycle Light,Unknown,DL 9SAZ 4362,,,,,,,,,,,
12-Sep-22,08:45 AM,5286,3568,"Car - Van, Passenger",Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5287,3569,Two-Axle Medium Commercial Vehicle,MTW - Motorcycle Light,DL 1LAA 3169,,,,,,,,,,,
12-Sep-22,08:45 AM,5288,3569,MTW - Motorcycle Light,Two-Axle Medium Commercial Vehicle,DL 8SBR 6918,,,,,,,,,,,
12-Sep-22,08:45 AM,5289,3570,"Car - Van, Passenger",MTW - Motorcycle Light,,,,,,,,,,,,
12-Sep-22,08:45 AM,5290,3570,MTW - Motorcycle Light,"Car - Van, Passenger",DL 8SNB 794,,,,,,,,,,,
12-Sep-22,08:45 AM,5291,3571,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5292,3572,Two_Axle Heavy Commercial Vehicle,Pedestrian,DL 1GC 5229,,,,,,,,,,,
12-Sep-22,08:45 AM,5293,3573,Bus,Light Commercial Vehicle,DL 1PD 4467,,,,,,,,,,,
12-Sep-22,08:45 AM,5294,3573,Light Commercial Vehicle,Bus,DL 1LAA  0156,,,,,,,,,,,
12-Sep-22,08:45 AM,5295,3574,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5296,3575,MTW - Motorcycle Light,Unknown,DL 8SNC 1448,,,,,,,,,,,
12-Sep-22,08:45 AM,5297,3576,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5298,3577,Two-Axle Medium Commercial Vehicle,MTW - Scooter/Moped,,,,,,,,,,,,
12-Sep-22,08:45 AM,5299,3577,MTW - Scooter/Moped,Two-Axle Medium Commercial Vehicle,,,,,,,,,,,,
12-Sep-22,08:45 AM,5300,3578,"Car - Van, Passenger",Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5301,3579,Three Wheeler - Goods,MTW - Motorcycle Light,DL 1 LU 9434,,,,,,,,,,,
12-Sep-22,08:45 AM,5302,3579,MTW - Motorcycle Light,Three Wheeler - Goods,DL 4SCD 6949,,,,,,,,,,,
12-Sep-22,08:45 AM,5303,3580,MTW - Motorcycle Light,MTW - Motorcycle Light,UP 14CD 1759,,,,,,,,,,,
12-Sep-22,08:45 AM,5304,3580,MTW - Motorcycle Light,MTW - Motorcycle Light,DL 11B 5676,,,,,,,,,,,
12-Sep-22,08:45 AM,5305,3581,Unknown,MTW - Motorcycle Heavy,,,,,,,,,,,,
12-Sep-22,08:45 AM,5306,3581,MTW - Motorcycle Heavy,Unknown,CH 01AW 8971,,,,,,,,,,,
12-Sep-22,08:45 AM,5307,3582,"Car - SUV, Passenger",Pedestrian,DL 9 CAW 0106,,,,,,,,,,,
12-Sep-22,08:45 AM,5308,3583,"Car - Van, Passenger",MTW - Motorcycle Light,DL 8CZ 9293,,,,,,,,,,,
12-Sep-22,08:45 AM,5309,3583,MTW - Motorcycle Light,"Car - Van, Passenger",DL 11SM 5952,,,,,,,,,,,
12-Sep-22,08:45 AM,5310,3584,Unknown,MTW - Motorcycle Light,,,,,,,,,,,,
12-Sep-22,08:45 AM,5311,3584,MTW - Motorcycle Light,Unknown,,,,,,,,,,,,
12-Sep-22,08:45 AM,5312,3585,Two_Axle Heavy Commercial Vehicle,MTW - Motorcycle Light,RJ 10GA 3813,,,,,,,,,,,
12-Sep-22,08:45 AM,5313,3585,MTW - Motorcycle Light,Two_Axle Heavy Commercial Vehicle,DL 11SR 6680,,,,,,,,,,,
12-Sep-22,08:45 AM,5314,3586,MTW - Motorcycle Light,Cycle Rickshaw,DL 11SK 2123,,,,,,,,,,,
12-Sep-22,08:45 AM,5315,3586,Cycle Rickshaw - Manual,MTW - Motorcycle Light,DL 11E 2529,,,,,,,,,,,
12-Sep-22,08:45 AM,5316,3587,Construction Vehicle,Pedestrian,HR 10 A 1885,,,,,,,,,,,
12-Sep-22,08:45 AM,5317,3588,Two-Axle Medium Commercial Vehicle,MTW - Motorcycle Light,DL 1LX 4756,,,,,,,,,,,
12-Sep-22,08:45 AM,5318,3588,MTW - Motorcycle Light,Two-Axle Medium Commercial Vehicle,DL 11SB 7876,,,,,,,,,,,
12-Sep-22,08:45 AM,5319,3589,MTW - Motorcycle Light,Other Road Infrastructure,DL 11SJ 8545,,,,,,,,,,,
12-Sep-22,08:45 AM,5320,3590,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5321,3591,Car - Commercial,Other Road Infrastructure,HR 01AU 6680,,,,,,,,,,,
12-Sep-22,08:45 AM,5322,3592,Two_Axle Heavy Commercial Vehicle,MTW - Motorcycle Light,HR 69A 7821,,,,,,,,,,,
12-Sep-22,08:45 AM,5323,3592,MTW - Motorcycle Light,Two_Axle Heavy Commercial Vehicle,HR 42C 7618,,,,,,,,,,,
12-Sep-22,08:45 AM,5324,3593,MTW - Motorcycle Light,Unknown,,,,,,,,,,,,
12-Sep-22,08:45 AM,5325,3594,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5326,3595,Unknown,Pedestrian,,,,,,,,,,,,
12-Sep-22,08:45 AM,5327,3596,MTW - Motorcycle Light,Unknown,,,,,,,,,,,,
12-Sep-22,08:45 AM,5328,3597,Unknown,MTW - Scooter/Moped,,,,,,,,,,,,
