Auto_Date,Auto_Time,Form_No,Entry_Personnel,Filled_Date,FIR_No,Police_Station,Time_Of_Crash,Date_Of_Crash,Collision_Type,Hit_and_Run,Special_Case,Case File Available,Crash_Severity,No_Of_ Fatalities,No_Of_ Injured,No_Of_Vehicles,Location,Road_Type,Road_1,Road_2,Road_3,GPS_Lat,GPS_Long,Note,Crash_ID,Distance_From_Landmark,Text97,Veh_Rel_Travel_Dir,Crash_ID_new,PS_Name,PS_Name_New,PS_State,PS_Dist,div_DCP,Sb_div_ACP,Circle_TI,Latitude,Longitude
20-07-2022,04:33 PM,210090,Ashwani,2022-05-24T00:00:00Z,0090,163,23:58,2021-02-27T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Ring Road , Punjabi Bagh Footover",Opp. Shakurpur Metro Station,Delhi,29,77,"A pedestrian was hit by some unknown vehicle , he died on the spot .",3805,2,NA,Unknown,38050090163,SARASWATIVIHARSUBHASHPLACE,Subhash Palace,Delhi,Delhi,North West,Shalimar Bagh,Subhash Palace,28.686418,77.151073
20-07-2022,04:33 PM,210552,Ashwani,2022-05-24T00:00:00Z,0552,163,01:47,2021-08-04T00:00:00Z,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,NA,"Prembari Flyover , Towards",Azadpur to Punjabi Bagh,NA,29,77,"One car and Bike rider crashed into each other , no details of crash were available .",3806,2,North,Unknown,38060552163,SARASWATIVIHARSUBHASHPLACE,Subhash Palace,Delhi,Delhi,North West,Shalimar Bagh,Subhash Palace,28.700219,77.158542
20-07-2022,04:33 PM,210721,Ashwani,2022-05-24T00:00:00Z,0721,163,21:17,2021-09-16T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Britania Flyover ,",Punjabi Bagh towards Azadpur,NA,29,77,A pedestrian was hit by unknown vehicle and taken to hospital by CATS ambulance . There she was declared dead.,3807,2,South,Unknown,38070721163,SARASWATIVIHARSUBHASHPLACE,Subhash Palace,Delhi,Delhi,North West,Shalimar Bagh,Subhash Palace,28.683257,77.146331
20-07-2022,04:33 PM,210397,Ashwani,2022-05-24T00:00:00Z,0397,163,09:54,2021-06-16T00:00:00Z,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,Lala Jagat Narain Marg,Opp. Pitampura Bus Stop,"Distt. Park Sandesh Vihar ,Delhi",29,77,One scooty rider was hit by bus and the biker was taken to hospital by PCR where he was declared DOA .,3808,2,NA,Unknown,38080397163,SARASWATIVIHARSUBHASHPLACE,Subhash Palace,Delhi,Delhi,North West,Shalimar Bagh,Subhash Palace,28.702697,77.129318
20-07-2022,04:33 PM,210790,Ashwani,2022-05-24T00:00:00Z,0790,163,04:10,2021-10-17T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Metro pillar no 347, Kohat Enclave","Near Red Light , Pitampura",Delhi,29,77,One pedestrian was found injured and taken to hospital by ambulance and was declared DOA.,3809,2,North,Unknown,38090790163,SARASWATIVIHARSUBHASHPLACE,Subhash Palace,Delhi,Delhi,North West,Shalimar Bagh,Subhash Palace,28.69888,77.13859
20-07-2022,04:33 PM,210890,Ashwani,2022-05-24T00:00:00Z,0890,163,00:00,2021-11-27T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Sri Nagar , Underpass",NA,NA,29,77,one pedestrian was hit by unknown vehicle and brought to hospital by auto .,3810,2,North West,Unknown,38100890163,SARASWATIVIHARSUBHASHPLACE,Subhash Palace,Delhi,Delhi,North West,Shalimar Bagh,Subhash Palace,28.683389,77.136796
20-07-2022,04:33 PM,210988,Ashwani,2022-05-24T00:00:00Z,0988,163,14:46,2021-12-18T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,Below Kohat Metro Station,Main Road,NA,29,77,One pedestrian was found injured on road when taken to hospital by ambulance was declared dead.,3811,1,NA,Unknown,38110988163,SARASWATIVIHARSUBHASHPLACE,Subhash Palace,Delhi,Delhi,North West,Shalimar Bagh,Subhash Palace,28.6981,77.140422
20-07-2022,04:33 PM,210167,Ashwani,2022-05-24T00:00:00Z,0167,148,17:00,2021-04-20T00:00:00Z,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Under Sarita Vihar Flyover ,","Okhla Under pass , Sarita Vihar",NA,28,77,One Motorcyclist was hit by tempo and taken to hospital by PCR.,3812,1,South East,Unknown,38120167148,SARITAVIHAR,Sarita Vihar,Delhi,Delhi,South East,Sarita Vihar,Sarita Vihar,28.49762,77.302414
20-07-2022,04:33 PM,210214,Ashwani,2022-05-25T00:00:00Z,0214,148,01:07,2021-05-24T00:00:00Z,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,1,0,Unknown,NA,"Sarita vihar Flyover ,",Towards Badarpur (Mathura Road),Delhi,28,77,"A bike and scooty crashed on the flyover , injuring both the riders of the vehicles.",3813,1,South East,Unknown,"38130214
0214148",SARITAVIHAR,Sarita Vihar,Delhi,Delhi,South East,Sarita Vihar,Sarita Vihar,28.498034,77.301299
20-07-2022,04:33 PM,210253,Ashwani,2022-05-25T00:00:00Z,0253,148,03:45,2021-07-07T00:00:00Z,Sideswipe (Same Direction),FALSE,FALSE,FALSE,Fatal Crash,1,4,2,Unknown,NA,"Sarita Vihar Flyover ,",Mathura Road to Badarpur,NA,28,77,"One tractor had hit an  auto side ways and causing injuries to passengers of auto , killing one of them .",3814,1,South East,Same Direction,38140253148,SARITAVIHAR,Sarita Vihar,Delhi,Delhi,South East,Sarita Vihar,Sarita Vihar,28.491652,77.303589
20-07-2022,04:33 PM,210321,Ashwani,2022-05-25T00:00:00Z,0321,148,03:30,2021-09-12T00:00:00Z,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Road no 13 , K pocket","Near Park , Noida to Okhla side",NA,29,77,"A pillion car rider died due to crash , as the Car hit the divider .",3815,2,South East,Not Applicable,38150321148,SARITAVIHAR,Sarita Vihar,Delhi,Delhi,South East,Sarita Vihar,Sarita Vihar,28.537294,77.284538
20-07-2022,04:33 PM,210286,Ashwani,2022-05-25T00:00:00Z,0286,148,20:15,2021-08-09T00:00:00Z,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,NA,"Near Sports Complex ,",Jasola Village Road,New Delhi,29,77,"A scooty and moped collided and caused injuries to both the drivers , when taken to hospital by autos onem of the rider was declared DOA .",3816,2,south West,Unknown,38160286148,SARITAVIHAR,Sarita Vihar,Delhi,Delhi,South East,Sarita Vihar,Sarita Vihar,28.535941,77.296404
20-07-2022,04:33 PM,210403,Ashwani,2022-05-25T00:00:00Z,0403,148,12:35,2021-11-22T00:00:00Z,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,2,0,1,Unknown,NA,"Road no 13, Opp. Asia Pacific",Institute of Management U Turn,NA,29,77,A car hit 02 pedestrians while they were crossing road and injured them . When taken to gospital both were declared DOA .,3817,2,South East,Perpendicular Direction,38170403148,SARITAVIHAR,Sarita Vihar,Delhi,Delhi,South East,Sarita Vihar,Sarita Vihar,28.539613,77.293991
20-07-2022,04:33 PM,210428,Ashwani,2022-05-25T00:00:00Z,0428,148,22:20,2021-12-08T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Gate No 2, K- Pocket ,",Sarita Vihar,New Delhi,29,77,A pedestrian was hit and killed by unknown vehicle on road .,3818,2,South East,Unknown,38180428148,SARITAVIHAR,Sarita Vihar,Delhi,Delhi,South East,Sarita Vihar,Sarita Vihar,28.535951,77.292795
20-07-2022,04:33 PM,210068,Ashwani,2022-05-25T00:00:00Z,0068,151,20:25,2021-02-14T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Zero Pusta Road ,",Near Pandusheela Mandir,NA,29,77,"A pedestrian was hit by unknown vehicle and injured , he was taken to hopital by public person .",3819,1,South,Unknown,38190068151,SEELAMPUR,Seelam pur,Delhi,Delhi,North East,KhajuriKhas,Seelampur,28.676813,77.263774
20-07-2022,04:33 PM,210218,Ashwani,2022-05-25T00:00:00Z,0218,151,17:20,2021-07-07T00:00:00Z,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Seelampur Flyover , Opp.",Gurudwara,NA,29,77,A motorcyclist was hit by a bus and got injured . When taken to hospital was declared DOA.,3820,0,South,Same Direction,38200218151,SEELAMPUR,Seelam pur,Delhi,Delhi,North East,KhajuriKhas,Seelampur,28.671219,77.267411
20-07-2022,04:33 PM,210293,Ashwani,2022-05-25T00:00:00Z,0293,151,02:30,2021-08-23T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"66 Foota Road , near Nala,","Seelampur , Delhi",NA,29,77,A pedestrian was hit by unknown vehicle and died on the spot .,3821,0,East,Unknown,38210293151,SEELAMPUR,Seelam pur,Delhi,Delhi,North East,KhajuriKhas,Seelampur,28.673821,77.270176
20-07-2022,04:33 PM,210351,Ashwani,2022-05-25T00:00:00Z,0351,151,22:02,2021-09-24T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Unknown,1,0,1,Unknown,NA,"Ghas Mandi Crossing,","66 Foota Road,","New Seelampur , Delhi",29,77,A pedestrian was found injured on road side and was taken to hospital by PCR van .The doctor declared him DOA .,3822,0,East,Unknown,38220351151,SEELAMPUR,Seelam pur,Delhi,Delhi,North East,KhajuriKhas,Seelampur,28.673775,77.27011
20-07-2022,04:33 PM,210076,Ashwani,2022-05-25T00:00:00Z,0076,152,23:00,2021-02-19T00:00:00Z,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Near MCD Toll Tax ,",Opp. Dilshad Garden Flyover,Delhi,29,77,A scooty rider was hit by truck . The injured rider was taken to hospital by  CATS ambulance.,3823,1,South,Unknown,38230076152,SEEMAPURI,Seema Puri,Delhi,Delhi,Shahdara,Shahdara,Seema Puri,28.67635,77.318458
20-07-2022,04:33 PM,210196,Ashwani,2022-05-25T00:00:00Z,0196,152,17:30,2021-04-17T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Seemapuri Roundabout ,",Delhi,NA,29,77,A pedestrian was hit by unknown vehicle and later died in hospital due to injuries .,3824,2,North East,Unknown,38240196152,SEEMAPURI,Seema Puri,Delhi,Delhi,Shahdara,Shahdara,Seema Puri,28.673366,77.280113
20-07-2022,04:33 PM,210207,Ashwani,2022-05-25T00:00:00Z,0207,152,06:15,2021-05-01T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Seemapuri Roundabout ,","Near Shamshan Ghat ,Delhi",NA,29,77,A pedestrian was hit by unknown vehicle .,3825,2,North East,Unknown,38250207152,SEEMAPURI,Seema Puri,Delhi,Delhi,Shahdara,Shahdara,Seema Puri,28.679856,77.325252
20-07-2022,04:33 PM,210211,Ashwani,2022-05-25T00:00:00Z,0211,152,01:30,2021-05-03T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Guru Nanak Rasoi ,","Hari Wardi wala School,",Dilshad Garden Delhi,29,77,"An auto was hit by unknown truck , causing injuries to auto driver",3826,2,North East,Unknown,38260211152,SEEMAPURI,Seema Puri,Delhi,Delhi,Shahdara,Shahdara,Seema Puri,28.681218,77.328385
20-07-2022,04:33 PM,210257,Ashwani,2022-05-25T00:00:00Z,0257,152,21:24,2021-06-03T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Near J&K Pocket , Gate No 2",Delhi,NA,29,77,A pedestrian was hit by unknown vehicle and taken to hospital by public person.,3827,1,North East,Unknown,38270257152,SEEMAPURI,Seema Puri,Delhi,Delhi,Shahdara,Shahdara,Seema Puri,28.680031,77.325338
20-07-2022,04:33 PM,210553,Ashwani,2022-05-25T00:00:00Z,0553,152,23:10,2021-09-21T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,Near Seemapuri DTC Bus,"Depot, Delhi",NA,29,77,A pedestrian was hit by unknown vehicle .,3828,2,North,Unknown,38280553152,SEEMAPURI,Seema Puri,Delhi,Delhi,Shahdara,Shahdara,Seema Puri,28.684929,77.331527
20-07-2022,04:33 PM,210661,Ashwani,2022-05-25T00:00:00Z,0661,152,09:30,2021-10-22T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,Seemapuri Roundabout,Delhi,NA,29,77,A pedestrian was hit by unknown vehicle .,3829,2,North East,Unknown,38290661152,SEEMAPURI,Seema Puri,Delhi,Delhi,Shahdara,Shahdara,Seema Puri,28.6911314390435,77.327717825235
20-07-2022,04:33 PM,210715,Ashwani,2022-05-25T00:00:00Z,0715,152,07:15,2021-11-10T00:00:00Z,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Cluster no 6, Dilshad Garden Depot ,","Seemapuri , Delhi",NA,29,77,A pedestrian was hit by bus and the rear wheels of the bus ran over him . Killing the person on the spot.,3830,2,North East,Opposite Direction,38300715152,SEEMAPURI,Seema Puri,Delhi,Delhi,Shahdara,Shahdara,Seema Puri,28.672979,77.24505
20-07-2022,04:33 PM,210772,Ashwani,2022-05-25T00:00:00Z,0772,152,23:00,2021-09-08T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,Suraksha Nursing Home,Delhi,NA,29,77,"A pedestrian was hit by a car , sideways causing internal injuries to the victim . He died in hospital while under treatment.",3831,2,North East,Opposite Direction,38310772152,SEEMAPURI,Seema Puri,Delhi,Delhi,Shahdara,Shahdara,Seema Puri,28.686867,77.324547
20-07-2022,04:33 PM,210067,Ashwani,2022-05-25T00:00:00Z,0067,153,22:20,2021-02-21T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Water Box , Strret light no 868,","Near Badli Nahar ,",Delhi,29,77,A motorcyclist was hit by unknown vehicle the injuries led to his death .,3832,4,North,Unknown,38320067153,SHAHBADDAIRY,Shahbad Dairy,Delhi,Delhi,Outer North,Bawana,Bawana,28.74673,77.095498
20-07-2022,04:33 PM,210123,Ashwani,2022-05-25T00:00:00Z,0123,153,15:30,2021-03-21T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,NA,"Road Sec-34 Rohini,","Towards Sec-29 Rohini ,","Near Khera Nahar , Delhi",29,77,A motorcycle was hit by unknown vehicle injuring both the rider and the pillion rider.,3833,4,North West,Unknown,38330123153,SHAHBADDAIRY,Shahbad Dairy,Delhi,Delhi,Outer North,Bawana,Bawana,28.771543,77.091893
20-07-2022,04:33 PM,210326,Ashwani,2022-05-26T00:00:00Z,0326,153,21:30,2021-06-25T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Sec-5, Bawana Road,",Near Barwala Red Light,Delhi,29,77,A motorcyclist was hit by a tempo . The bike rider died .,3834,2,North West,Unknown,38340326153,SHAHBADDAIRY,Shahbad Dairy,Delhi,Delhi,Outer North,Bawana,Bawana,28.760876,77.059374
20-07-2022,04:33 PM,210369,Ashwani,2022-05-26T00:00:00Z,0369,153,20:33,2021-07-12T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,Mahadev Chowk Khera NaharRoad,"Near Power house ,","Sec-29 , Rohini Delhi",29,77,"A ccyclist was hit and injured by a car , when taken to hospital by CATS ambulance was declared DOA.",3835,2,North East,Unknown,38350369153,SHAHBADDAIRY,Shahbad Dairy,Delhi,Delhi,Outer North,Bawana,Bawana,28.762737,77.090184
20-07-2022,04:33 PM,210386,Ashwani,2022-05-26T00:00:00Z,0386,153,12:35,2021-07-20T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Near Khera Village , Nahar T Point,","Sec-28-29 Rohini Divider Road ,",Delhi,29,77,"A motorcyclist was hit by a tempo, the impact caused fatal injuries to the rider.",3836,2,North,Unknown,38360386153,SHAHBADDAIRY,Shahbad Dairy,Delhi,Delhi,Outer North,Bawana,Bawana,28.747766,77.089729
20-07-2022,04:33 PM,210496,Ashwani,2022-05-26T00:00:00Z,0496,153,07:32,2021-08-30T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Gali No 10 , Near","Vikram Dharam Kanta , Village","Shahbad Daulatpaur , Delhi",29,77,One pedestrian was hit and killed by truck on the spot .,3837,4,NA,Unknown,38370496153,SHAHBADDAIRY,Shahbad Dairy,Delhi,Delhi,Outer North,Bawana,Bawana,28.74543,77.109841
20-07-2022,04:33 PM,210540,Ashwani,2022-05-26T00:00:00Z,0540,153,10:00,2021-09-20T00:00:00Z,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,Jain Colony Gali no 3,"Barwala , Delhi",NA,29,77,A pedestrian was hit by tractor trolly while tractor driver was reversing the vehicle . The rear tyre ran over the victim.,3838,3,NA,Opposite Direction,38380540153,SHAHBADDAIRY,Shahbad Dairy,Delhi,Delhi,Outer North,Bawana,Bawana,28.760335,77.060667
20-07-2022,04:33 PM,210022,Ashwani,2022-05-26T00:00:00Z,0022,153,19:55,2021-01-14T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Near NDMC Apartment ,","Sec-11 , Rohini",Delhi,29,77,A scooty rider was hit by unknown vehicle when taken to hospital was declared dead .,3839,5,East,Unknown,38390022153,SHAHBADDAIRY,Shahbad Dairy,Delhi,Delhi,Outer North,Bawana,Bawana,28.735167,77.10766
20-07-2022,04:33 PM,210585,Ashwani,2022-05-26T00:00:00Z,0585,153,18:30,2021-10-08T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Near CNG Pump ,","Sec-29 , Rohini,",Delhi,29,77,A motorcyclist was hit by unknown vehicle and killed .,3840,3,NA,Unknown,38400585153,SHAHBADDAIRY,Shahbad Dairy,Delhi,Delhi,Outer North,Bawana,Bawana,28.762062,77.097588
20-07-2022,04:33 PM,210646,Ashwani,2022-05-26T00:00:00Z,0646,153,02:00,2021-11-05T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,Red Light Near Japanese PARK,"Sec-11 Rohini , Delhi",NA,29,77,A motor cyclist was hit by unknown vehicle and was declared DOA in hospital.,3841,3,East,Unknown,"38410646
0646153",SHAHBADDAIRY,Shahbad Dairy,Delhi,Delhi,Outer North,Bawana,Bawana,28.727218,77.114316
20-07-2022,04:33 PM,210159,Ashwani,2022-05-26T00:00:00Z,0159,154,00:00,2021-06-15T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Near Vikas Mall ,",GT Road Shahdara,Delhi,29,77,A pedestrian was hit by unknown vehicle and was taken to hospital by ambulance .,3842,0,East,Unknown,38420159154,SHAHDARA,Shahdara,Delhi,Delhi,Shahdara,Shahdara,Shahdara,28.674783,77.287999
20-07-2022,04:33 PM,210322,Ashwani,2022-05-26T00:00:00Z,0322,154,04:00,2021-10-02T00:00:00Z,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"GT Road , Near Maha MayaMandir,","Sabzi Mandi, Shahdara",Delhi,29,77,A pedestrian was hit by a car and died in hospital during treatment.,3843,0,NA,Unknown,38430322154,SHAHDARA,Shahdara,Delhi,Delhi,Shahdara,Shahdara,Shahdara,28.673784,77.283983
20-07-2022,04:33 PM,210369,Ashwani,2022-05-26T00:00:00Z,0369,154,10:30,2021-12-01T00:00:00Z,Single Vehicle Run of the Road,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Near H.no- 1/6205, Gali no 2","East Rohtash Nagar,","Shahdara, Delhi",29,77,A pillion rider fell of the scooty due to application of emergency brakes and got injured .,3844,1,NA,Not Applicable,38440369154,SHAHDARA,Shahdara,Delhi,Delhi,Shahdara,Shahdara,Shahdara,NA,NA
20-07-2022,04:33 PM,210212,Ashwani,2022-05-26T00:00:00Z,0212,155,22:00,2021-06-22T00:00:00Z,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Near Shahji Dairy ,","Road No 13,",Shaheen Bagh,29,77,A motorcyclist was hit by a truck and ran over him and injuring .,3845,2,East,Same Direction,38450212155,SHAHEENBAGH,Shaheen Bagh,Delhi,Delhi,South East,Kalkaji,New Friends Colony,28.545102,77.305864
20-07-2022,04:33 PM,210194,Ashwani,2022-05-26T00:00:00Z,0194,155,13:00,2021-06-10T00:00:00Z,Single Vehicle Run of the Road,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,Shaheen Bagh,NA,NA,29,77,A bike rider fell off the bike due to unknown reasons on his own .,3846,2,East,Not Applicable,38460194155,SHAHEENBAGH,Shaheen Bagh,Delhi,Delhi,South East,Kalkaji,New Friends Colony,28.545953,77.299999
20-07-2022,04:33 PM,210326,Ashwani,2022-05-26T00:00:00Z,0326,155,14:45,2021-09-28T00:00:00Z,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,NA,Kalandi Kunj Road New Basti,"Jamia Nagar , New Delhi",NA,29,77,A bike was hit by tempo from behind and ran over the rider when he fell down .,3847,2,South East,Same Direction,38470326155,SHAHEENBAGH,Shaheen Bagh,Delhi,Delhi,South East,Kalkaji,New Friends Colony,28.561288,77.295759
20-07-2022,04:33 PM,210159,Ashwani,2022-05-26T00:00:00Z,0159,156,22:10,2022-05-01T00:00:00Z,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,NA,"Vikas Marg , Opp. Hira Sweets,",Near Bus Stop Shakarpur,Delhi,29,77,"A scooty was hit from behind by truck , fatally injuring the pillion rider and ran over her .Even the rider got injured .",3848,2,Nort East,Same Direction,38480159156,SHAKARPURNEW,Shakar Pur,Delhi,Delhi,East District,Preet Vihar,Preet Vihar,28.633837,77.28219
20-07-2022,04:33 PM,210342,Ashwani,2022-05-26T00:00:00Z,0342,156,00:07,2021-08-07T00:00:00Z,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,2,0,1,Unknown,NA,"Mother Dairy Flyover ,","Near Toilet Ganesh Nagar ,","2nd Police Booth , Delhi",29,77,A bike was found in accidental contion and both the rider and pillion rider were injured .,3849,2,North West,Not Applicable,38490342156,SHAKARPURNEW,Shakar Pur,Delhi,Delhi,East District,Preet Vihar,Preet Vihar,28.616755,77.287755
20-07-2022,04:33 PM,210487,Ashwani,2022-05-26T00:00:00Z,0487,156,10:45,2021-10-11T00:00:00Z,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Akshardham Flyover, Near Yamuna Bank","Bus Stand , Shakarpur",Delhi,29,77,A cycle rickshaw was hit from behind by a speeding car .,3850,3,North west,Same Direction,38500487156,SHAKARPURNEW,Shakar Pur,Delhi,Delhi,East District,Preet Vihar,Preet Vihar,28.6247925689448,77.2753690805435
20-07-2022,04:33 PM,210130,Ashwani,2022-05-26T00:00:00Z,0130,157,11:10,2021-03-03T00:00:00Z,Head on Collision,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,NA,"Ring Road towards Azadpur,","AC Block , Shalimar Bagh",Delhi,29,77,A truck had hit a scooty injuring the rider and killing the pillion on the spot.,3851,2,NA,Same Direction,38510130157,SHALIMARBAGH,Shalimar Bagh,Delhi,Delhi,North West,Shalimar Bagh,Shalimar Bagh,28.70556,77.172118
20-07-2022,04:33 PM,210415,Ashwani,2022-05-26T00:00:00Z,0415,157,16:19,2021-06-02T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,NA,"Near Sahib Singh Verma Dawar,","Ring Road , Shalimar Bagh",Delhi,29,77,A bike rider was hit by unknown vehicle and he died .,3852,2,South East,Unknown,38520415157,SHALIMARBAGH,Shalimar Bagh,Delhi,Delhi,North West,Shalimar Bagh,Shalimar Bagh,28.69001,77.150471
20-07-2022,04:33 PM,210027,Ashwani,2022-05-26T00:00:00Z,0027,157,19:00,2021-01-10T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Outer Ring road ,","Near Pillar no 57, Haiderpur,",Delhi,29,77,A pedestrian was hit by unknow vehicle.,3853,2,North,Unknown,38530027157,SHALIMARBAGH,Shalimar Bagh,Delhi,Delhi,North West,Shalimar Bagh,Shalimar Bagh,28.730743,77.149663
20-07-2022,04:33 PM,210085,Ashwani,2022-05-27T00:00:00Z,0085,157,09:00,2021-02-08T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,Ambedkar Nahar Backside,NA,NA,29,77,A pedestrian was hit by unknown vehicle .,3854,0,NA,Unknown,38540085157,SHALIMARBAGH,Shalimar Bagh,Delhi,Delhi,North West,Shalimar Bagh,Shalimar Bagh,28.711472,77.151906
20-07-2022,04:33 PM,210098,Ashwani,2022-05-27T00:00:00Z,0098,157,22:30,2021-02-17T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,Opp. Indian Oil Petrol Pump,"Outer Ring Road , towards Mukarba",Chowk Delhi,29,77,A pedestrian was injured as a truck almost hit her and she fell from flyover while saving herself from the truck.,3855,2,North East,Unknown,"38550098
0098157",SHALIMARBAGH,Shalimar Bagh,Delhi,Delhi,North West,Shalimar Bagh,Shalimar Bagh,28.726019,77.143118
20-07-2022,04:33 PM,210190,Ashwani,2022-05-27T00:00:00Z,0190,157,12:30,2021-04-03T00:00:00Z,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,Near Main Gate Fortis Hospital,Shalimar Bagh,NA,29,77,A pedestrian was hit by a truck .,3856,1,South East,Unknown,38560190157,SHALIMARBAGH,Shalimar Bagh,Delhi,Delhi,North West,Shalimar Bagh,Shalimar Bagh,28.709855,77.169178
20-07-2022,04:33 PM,210197,Ashwani,2022-05-27T00:00:00Z,0197,157,05:43,2021-04-05T00:00:00Z,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,NA,"Near Max Hospital , Shalimar Bagh",Delhi,NA,29,77,A pedestrian was hit by E Rickshaw and got injured . He was  taken to hospital by PCR Van and declared dead by doctor .,3857,1,North West,Unknown,38570197157,SHALIMARBAGH,Shalimar Bagh,Delhi,Delhi,North West,Shalimar Bagh,Shalimar Bagh,28.728218,77.153363
20-07-2022,04:33 PM,210372,Ashwani,2022-05-27T00:00:00Z,0372,157,21:40,2021-05-21T00:00:00Z,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,NA,NA,"Near Badli Metro Station ,","Madhuban Chowk ,Outer Ring Road",Delhi,29,77,A scooty rider was hit by unknown vehicle and when injured taken to hospital by CATS ambulance was DOA .,3858,2,North,Unknown,38580372157,SHALIMARBAGH,Shalimar Bagh,Delhi,Delhi,North West,Shalimar Bagh,Shalimar Bagh,28.704667,77.131631
