Auto_Date,Auto_Time,Vehicle_ID,Crash_ID,Vehicle_Type,Impacting_VehOrObject,Veh_Reg_Number,Veh_Make,Veh_Model,Veh_Model_Year,Veh_TrafficViolation,Veh_Manoeuvre_at_Crash,Veh_Loading_Condition,Veh_Mechanical_Failure,Veh_Hazardous_Cargo,Vehicle_Fire,Veh_Disposition,Combo48
05-Sep-22,01:40 PM,2337,1499,Truck (Generic),Truck (Generic),UP 22AT 2542,,,,,,,,,,,
05-Sep-22,01:40 PM,2338,,Truck (Generic),Truck (Generic),HR 38W 4001,,,,,,,,,,,
05-Sep-22,01:40 PM,2339,1499,Truck (Generic),Pedestrian,HR 55M 7013,,,,,,,,,,,
05-Sep-22,01:40 PM,2340,1500,"Car - Van, Commercial",Car - Commercial,DL 1RT 3230,,,,,,,,,,,
05-Sep-22,01:40 PM,2341,1501,Car - Commercial,Pedestrian,DL 2CAC 6218,,,,,,,,,,,
05-Sep-22,01:40 PM,2342,1502,Construction Vehicle,Car - Commercial,HR 72D 5398,,,,,,,,,,,
05-Sep-22,01:40 PM,2343,1502,Car - Commercial,Construction Vehicle,DL 2CAG 9318,,,,,,,,,,,
05-Sep-22,01:40 PM,2344,1503,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2345,1504,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2346,1505,Unknown,Electric Cycle Rickshaw,,,,,,,,,,,,
05-Sep-22,01:40 PM,2347,1506,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2348,1507,Truck (Generic),Car - Commercial,RJ 14GJ 2890,,,,,,,,,,,
05-Sep-22,01:40 PM,2349,1507,Car - Commercial,Truck (Generic),DL 4CAW 2210,,,,,,,,,,,
05-Sep-22,01:40 PM,2350,1508,MTW - Motorcycle Light,Pedestrian,DL 8SCJ 8329,,,,,,,,,,,
05-Sep-22,01:40 PM,2351,1509,MTW - Scooter/Moped,Unknown,DL 11SU 0578,,,,,,,,,,,
05-Sep-22,01:40 PM,2352,1510,MTW - Motorcycle Light,Pedestrian,DL 13SR 6782,,,,,,,,,,,
05-Sep-22,01:40 PM,2353,1511,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2354,1512,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2355,1513,MTW - Motorcycle Light,Pedestrian,UP 13BC 6535,,,,,,,,,,,
05-Sep-22,01:40 PM,2356,1514,Truck (Generic),Pedestrian,UP 14DS 0318,,,,,,,,,,,
05-Sep-22,01:40 PM,2357,1515,Truck (Generic),MTW - Scooter/Moped,HR 55A 2633,,,,,,,,,,,
05-Sep-22,01:40 PM,2358,1515,MTW - Scooter/Moped,Truck (Generic),DL 6SAY 6187,,,,,,,,,,,
05-Sep-22,01:40 PM,2359,1516,E-rickshaw,Not Applicable,,,,,,,,,,,,
05-Sep-22,01:40 PM,2360,1517,Light Commercial Vehicle,Pedestrian,DL 1LN 9528,,,,,,,,,,,
05-Sep-22,01:40 PM,2361,1518,MTW - Scooter/Moped,Unknown,DL 3SDA 9919,,,,,,,,,,,
05-Sep-22,01:40 PM,2362,1519,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2363,1520,MTW - Scooter/Moped,Unknown,DL 11SM 4017,,,,,,,,,,,
05-Sep-22,01:40 PM,2364,1521,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2365,1522,Light Commercial Vehicle,MTW - Motorcycle Light,DL 1LAC 4886,,,,,,,,,,,
05-Sep-22,01:40 PM,2366,1522,MTW - Motorcycle Light,Light Commercial Vehicle,DL 6SBB 7304,,,,,,,,,,,
05-Sep-22,01:40 PM,2367,1523,MTW - Motorcycle Light,Unknown,DL 8SAM 5982,,,,,,,,,,,
05-Sep-22,01:40 PM,2368,1524,Light Commercial Vehicle,MTW - Scooter/Moped,MP 20GA 9693,,,,,,,,,,,
05-Sep-22,01:40 PM,2369,1524,MTW - Scooter/Moped,Light Commercial Vehicle,DL 5SAY 3148,,,,,,,,,,,
05-Sep-22,01:40 PM,2370,1525,Unknown,MTW - Motorcycle Light,,,,,,,,,,,,
05-Sep-22,01:40 PM,2371,1526,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2372,1527,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2373,1528,Car - Commercial,Pedestrian,DL 10CS 0663,,,,,,,,,,,
05-Sep-22,01:40 PM,2374,1529,MTW - Motorcycle Light,Unknown,DL 3SBY 2509,,,,,,,,,,,
05-Sep-22,01:40 PM,2375,1530,Light Commercial Vehicle,Pedestrian,DL 1LY 4141,,,,,,,,,,,
05-Sep-22,01:40 PM,2376,1531,MTW - Motorcycle Light,Unknown,DL 8SCM 8581,,,,,,,,,,,
05-Sep-22,01:40 PM,2377,1532,MTW - Motorcycle Light,Unknown,,,,,,,,,,,,
05-Sep-22,01:40 PM,2378,1533,Truck (Generic),MTW - Motorcycle Light,PB 19H 6119,,,,,,,,,,,
05-Sep-22,01:40 PM,2379,1533,MTW - Motorcycle Light,Truck (Generic),DL 8SBM 5456,,,,,,,,,,,
05-Sep-22,01:40 PM,2380,1534,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2381,1535,MTW - Motorcycle Light,Unknown,,,,,,,,,,,,
05-Sep-22,01:40 PM,2382,1536,MTW - Motorcycle Light,Unknown,HR 10Z 1183,,,,,,,,,,,
05-Sep-22,01:40 PM,2383,1537,Truck (Generic),MTW - Scooter/Moped,DL 1GB 7872,,,,,,,,,,,
05-Sep-22,01:40 PM,2384,1537,MTW - Scooter/Moped,Truck (Generic),DL 8SCL 1593,,,,,,,,,,,
05-Sep-22,01:40 PM,2385,1538,MTW - Motorcycle Light,Unknown,DL 8SCP 7549,,,,,,,,,,,
05-Sep-22,01:40 PM,2386,1539,Light Commercial Vehicle,Pedestrian,DL 2W 4702,,,,,,,,,,,
05-Sep-22,01:40 PM,2387,1540,Unknown,Car - Commercial,DL 1LJ 8808,,,,,,,,,,,
05-Sep-22,01:40 PM,2388,1541,MTW - Motorcycle Light,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2389,1542,Tractor with Trailer,Unknown,HR 55G 3251,,,,,,,,,,,
05-Sep-22,01:40 PM,2390,1543,Truck (Generic),MTW - Scooter/Moped,DL 1LP 9735,,,,,,,,,,,
05-Sep-22,01:40 PM,2391,1543,MTW - Scooter/Moped,Truck (Generic),DL 11D 3005,,,,,,,,,,,
05-Sep-22,01:40 PM,2392,1544,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2393,1545,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2394,1546,MTW - Motorcycle Light,Unknown,DL 3SCA 0907,,,,,,,,,,,
05-Sep-22,01:40 PM,2395,1547,Car - Passenger,Pedestrian,HR 55AF 0623,,,,,,,,,,,
05-Sep-22,01:40 PM,2396,1548,Car - Commercial,Unknown,UP 16ET 3454,,,,,,,,,,,
05-Sep-22,01:40 PM,2397,1549,MTW - Motorcycle Light,Not Applicable,DL 6SAF 4917,,,,,,,,,,,
05-Sep-22,01:40 PM,2398,1550,Unknown,Car - Commercial,,,,,,,,,,,,
05-Sep-22,01:40 PM,2399,1551,MTW - Scooter/Moped,Unknown,DL 12SJ 4366,,,,,,,,,,,
05-Sep-22,01:40 PM,2400,1552,Car - Commercial,MTW - Motorcycle Light,DL 7CT 0340,,,,,,,,,,,
05-Sep-22,01:40 PM,2401,1552,MTW - Motorcycle Light,Car - Commercial,DL 2SM 1285,,,,,,,,,,,
05-Sep-22,01:40 PM,2402,1553,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2403,1554,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2404,1555,Truck (Generic),MTW - Motorcycle Light,DL 1LR 1431,,,,,,,,,,,
05-Sep-22,01:40 PM,2405,1555,MTW - Motorcycle Light,Truck (Generic),DL 6SAQ 9676,,,,,,,,,,,
05-Sep-22,01:40 PM,2406,1556,Unknown,Bicycle,,,,,,,,,,,,
05-Sep-22,01:40 PM,2407,1557,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2408,1558,Car - Commercial,Bicycle,DL 1CAA 2298,,,,,,,,,,,
05-Sep-22,01:40 PM,2409,1559,MTW - Motorcycle Light,Unknown,,,,,,,,,,,,
05-Sep-22,01:40 PM,2410,1560,Truck (Generic),MTW - Scooter/Moped,HR 74A 3082,,,,,,,,,,,
05-Sep-22,01:40 PM,2411,1560,MTW - Scooter/Moped,Truck (Generic),DL 3SEE 9836,,,,,,,,,,,
05-Sep-22,01:40 PM,2412,1561,Truck (Generic),Pedestrian,NL 01AC 9608,,,,,,,,,,,
05-Sep-22,01:40 PM,2413,1562,MTW - Motorcycle Light,Not Applicable,,,,,,,,,,,,
05-Sep-22,01:40 PM,2414,1563,Bus (Cluster),MTW - Scooter/Moped,DL 1PC 4480,,,,,,,,,,,
05-Sep-22,01:40 PM,2415,1563,MTW - Scooter/Moped,Bus,DL 5SCC 0980,,,,,,,,,,,
05-Sep-22,01:40 PM,2416,1564,Light Commercial Vehicle,Pedestrian,DL 1LY 5772,,,,,,,,,,,
05-Sep-22,01:40 PM,2417,1565,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2418,1566,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2419,1567,MTW - Motorcycle Light,Pedestrian,DL 11SU 8925,,,,,,,,,,,
05-Sep-22,01:40 PM,2420,1568,Car - Commercial,Car - Passenger,DL 12CB 4813,,,,,,,,,,,
05-Sep-22,01:40 PM,2421,1568,Car - Passenger,Car - Commercial,HR 46D 3924,,,,,,,,,,,
05-Sep-22,01:40 PM,2422,1568,Car - Commercial,Car - Commercial,DL 1Z 6001,,,,,,,,,,,
05-Sep-22,01:40 PM,2423,1569,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2424,1570,MTW - Motorcycle Light,Unknown,DL 7XBC 0401,,,,,,,,,,,
05-Sep-22,01:40 PM,2425,1571,MTW - Motorcycle Light,Unknown,DL 5STC 0444,,,,,,,,,,,
05-Sep-22,01:40 PM,2426,1572,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2427,1573,Car - Commercial,Pedestrian,HR 26CR 5603,,,,,,,,,,,
05-Sep-22,01:40 PM,2428,1574,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2429,1575,MTW - Motorcycle Light,Unknown,DL 5SBA 6823,,,,,,,,,,,
05-Sep-22,01:40 PM,2430,1576,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2431,1577,MTW - Motorcycle Light,Unknown,DL 7SBZ 0128,,,,,,,,,,,
05-Sep-22,01:40 PM,2432,1578,MTW - Scooter/Moped,Unknown,DL 6SAX 9256,,,,,,,,,,,
05-Sep-22,01:40 PM,2433,1579,Car - Commercial,MTW - Motorcycle Light,DL 9CL 7268,,,,,,,,,,,
05-Sep-22,01:40 PM,2434,1579,MTW - Motorcycle Light,Car - Commercial,DL 13SD 3109,,,,,,,,,,,
05-Sep-22,01:40 PM,2435,1580,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2436,1581,Bus (Cluster),Electric Cycle Rickshaw,DL 1PC 4326,,,,,,,,,,,
05-Sep-22,01:40 PM,2437,1582,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2438,1583,Bus (Cluster),Pedestrian,DL 1PC 5505,,,,,,,,,,,
05-Sep-22,01:40 PM,2439,1584,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2440,1585,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2441,1586,Bus (Cluster),Pedestrian,DL 1PC 0063,,,,,,,,,,,
05-Sep-22,01:40 PM,2442,1587,Unknown,Light Commercial Vehicle,DL 1LU 3836,,,,,,,,,,,
05-Sep-22,01:40 PM,2443,1588,Construction Vehicle,Pedestrian,UP 17AT 1137,,,,,,,,,,,
05-Sep-22,01:40 PM,2444,1589,MTW - Scooter/Moped,Unknown,TN 07D 4092,,,,,,,,,,,
05-Sep-22,01:40 PM,2445,1590,Truck (Generic),MTW - Motorcycle Light,HR 69A 3344,,,,,,,,,,,
05-Sep-22,01:40 PM,2446,1590,MTW - Motorcycle Light,Truck (Generic),RJ 18SS 2039,,,,,,,,,,,
05-Sep-22,01:40 PM,2447,1591,Bicycle,Car - Commercial,DL 8CAT 4262,,,,,,,,,,,
05-Sep-22,01:40 PM,2448,1592,Unknown,MTW - Motorcycle Light,DL 9SBA 9195,,,,,,,,,,,
05-Sep-22,01:40 PM,2449,1593,MTW - Scooter/Moped,Unknown,,,,,,,,,,,,
05-Sep-22,01:40 PM,2450,1594,MTW - Motorcycle Light,Unknown,DL 6SAA 2289,,,,,,,,,,,
05-Sep-22,01:40 PM,2451,1595,Car - Commercial,MTW - Scooter/Moped,DL 4CAM 3009,,,,,,,,,,,
05-Sep-22,01:40 PM,2452,1595,MTW - Scooter/Moped,Car - Commercial,DL 9SAR 4720,,,,,,,,,,,
05-Sep-22,01:40 PM,2453,1596,Mini Bus,MTW - Motorcycle Light,DL 1VC 3400,,,,,,,,,,,
05-Sep-22,01:40 PM,2454,1596,MTW - Motorcycle Light,Mini Bus,DL 12SL 2780,,,,,,,,,,,
05-Sep-22,01:40 PM,2455,1597,MTW - Scooter/Moped,Unknown,DL 3SCQ 9631,,,,,,,,,,,
05-Sep-22,01:40 PM,2456,1598,Car - Commercial,Truck (Generic),HR 55AB 9238,,,,,,,,,,,
05-Sep-22,01:40 PM,2457,1598,Truck (Generic),Car - Commercial,PB 10CY 6813,,,,,,,,,,,
05-Sep-22,01:40 PM,2458,1599,Unknown,Hand Drawn Vehicle,,,,,,,,,,,,
05-Sep-22,01:40 PM,2459,1600,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2460,1601,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2461,1602,Bus,MTW - Scooter/Moped,05 P01 6467,,,,,,,,,,,
05-Sep-22,01:40 PM,2462,1602,MTW - Scooter/Moped,Bus,DL 45CU 0493,,,,,,,,,,,
05-Sep-22,01:40 PM,2463,1603,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2464,1604,MTW - Motorcycle Heavy,Not Applicable,PB 07 AR 8998,,,,,,,,,,,
05-Sep-22,01:40 PM,2465,1605,Car - Passenger,MTW - Motorcycle Light,HR 55AG 1499,,,,,,,,,,,
05-Sep-22,01:40 PM,2466,1605,MTW - Motorcycle Light,Car - Passenger,DL 12SJ 4870,,,,,,,,,,,
05-Sep-22,01:40 PM,2467,1606,Car - Commercial,Tree,DL 9CAC 7426,,,,,,,,,,,
05-Sep-22,01:40 PM,2468,1607,Car - Commercial,Pedestrian,11B108010,,,,,,,,,,,
05-Sep-22,01:40 PM,2469,1608,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2470,1609,Car - Passenger,MTW - Motorcycle Light,HR 55AC 7934,,,,,,,,,,,
05-Sep-22,01:40 PM,2471,1609,MTW - Motorcycle Light,Car - Passenger,DL 3SCW 3626,,,,,,,,,,,
05-Sep-22,01:40 PM,2472,1610,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2473,1611,Unknown,Bicycle,,,,,,,,,,,,
05-Sep-22,01:40 PM,2474,1612,MTW - Motorcycle Light,Construction Vehicle,,,,,,,,,,,,
05-Sep-22,01:40 PM,2475,1613,MTW - Motorcycle Light,Unknown,DL 1SAD 3712,,,,,,,,,,,
05-Sep-22,01:40 PM,2476,1614,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2477,1615,Truck (Generic),MTW - Scooter/Moped,DL 1GC 3164,,,,,,,,,,,
05-Sep-22,01:40 PM,2478,1615,MTW - Scooter/Moped,Truck (Generic),DL 6SAV 5191,,,,,,,,,,,
05-Sep-22,01:40 PM,2479,1616,E-rickshaw,Bus,DL 6ER 1443,,,,,,,,,,,
05-Sep-22,01:40 PM,2480,1616,Three Wheeler - Passenger,Bus (Cluster),DL 1PD 1569,,,,,,,,,,,
05-Sep-22,01:40 PM,2481,1616,E-rickshaw,Bus,DL 1ERB 0286,,,,,,,,,,,
05-Sep-22,01:40 PM,2482,1616,E-rickshaw,Bus,DL 6ER 1443,,,,,,,,,,,
05-Sep-22,01:40 PM,2483,1616,Three Wheeler - Passenger,Bus,DL 1RM 6308,,,,,,,,,,,
05-Sep-22,01:40 PM,2484,1616,Three Wheeler - Passenger,Bus,DL 1RL 8561,,,,,,,,,,,
05-Sep-22,01:40 PM,2485,1617,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2486,1618,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2487,1619,Bus (Cluster),Pedestrian,DL 1PC 3257,,,,,,,,,,,
05-Sep-22,01:40 PM,2488,1620,Unknown,Light Commercial Vehicle,DL 1LN 4801,,,,,,,,,,,
05-Sep-22,01:40 PM,2489,1621,MTW - Motorcycle Light,Not Applicable,,,,,,,,,,,,
05-Sep-22,01:40 PM,2490,1622,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2491,1623,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2492,1624,MTW - Motorcycle Light,Unknown,DL 9SAY 5433,,,,,,,,,,,
05-Sep-22,01:40 PM,2493,1625,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2494,1626,Light Commercial Vehicle,Pedestrian,DL 1LW 0890,,,,,,,,,,,
05-Sep-22,01:40 PM,2495,1627,MTW - Motorcycle Light,Unknown,DL 4SCG 5776,,,,,,,,,,,
05-Sep-22,01:40 PM,2496,1628,MTW - Motorcycle Heavy,Car - Passenger,DL 4SBY 4831,,,,,,,,,,,
05-Sep-22,01:40 PM,2497,1629,MTW - Motorcycle Light,Tractor with Trailer,DL 9SV 9064,,,,,,,,,,,
05-Sep-22,01:40 PM,2498,1630,MTW - Motorcycle Light,Unknown,DL 4SBC 9811,,,,,,,,,,,
05-Sep-22,01:40 PM,2499,1631,Car - Commercial,Pedestrian,DL 12CQ 7533,,,,,,,,,,,
05-Sep-22,01:40 PM,2500,1632,E-rickshaw,Pedestrian,DL 1ERA 8254,,,,,,,,,,,
05-Sep-22,01:40 PM,2501,1633,Car - Commercial,MTW - Motorcycle Light,DL 9CAK 6008,,,,,,,,,,,
05-Sep-22,01:40 PM,2502,1633,MTW - Motorcycle Light,Car - Commercial,DL 11SM 5716,,,,,,,,,,,
05-Sep-22,01:40 PM,2503,1634,MTW - Scooter/Moped,Not Applicable,HR 26DM 7002,,,,,,,,,,,
05-Sep-22,01:40 PM,2504,1635,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2506,1636,Car - Commercial,Pedestrian,HR 26BR 3511,,,,,,,,,,,
05-Sep-22,01:40 PM,2507,1637,Car - Commercial,Three Wheeler - Passenger,DL 2CAR 4495,,,,,,,,,,,
05-Sep-22,01:40 PM,2508,1637,E-rickshaw,Car - Commercial,DL 1ERA 1920,,,,,,,,,,,
05-Sep-22,01:40 PM,2509,1637,E-rickshaw,Car - Commercial,DL 4ER 5561,,,,,,,,,,,
05-Sep-22,01:40 PM,2510,1638,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2511,1639,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2512,1640,Car - Commercial,Pedestrian,DL 11CA 7657,,,,,,,,,,,
05-Sep-22,01:40 PM,2513,1641,MTW - Motorcycle Light,Not Applicable,DL 9SAW 2725,,,,,,,,,,,
05-Sep-22,01:40 PM,2514,1642,MTW - Motorcycle Light,Unknown,DL 9SBA 3625,,,,,,,,,,,
05-Sep-22,01:40 PM,2515,1643,MTW - Scooter/Moped,Unknown,DL 9SBB 2505,,,,,,,,,,,
05-Sep-22,01:40 PM,2516,1644,MTW - Motorcycle Light,Wall,DL 3SBT 1424,,,,,,,,,,,
05-Sep-22,01:40 PM,2517,1645,MTW - Motorcycle Light,Unknown,DL 4SC 4560,,,,,,,,,,,
05-Sep-22,01:40 PM,2518,1646,MTW - Scooter/Moped,Unknown,DL 4SBS 5179,,,,,,,,,,,
05-Sep-22,01:40 PM,2519,1647,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2520,1648,MTW - Motorcycle Light,Unknown,DL 10SE 1029,,,,,,,,,,,
05-Sep-22,01:40 PM,2521,1649,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2522,1650,Bus (DTC Delhi),MTW - Motorcycle Light,DL 1PC 4036,,,,,,,,,,,
05-Sep-22,01:40 PM,2523,1650,MTW - Motorcycle Light,Bus,DL 9SBG 9272,,,,,,,,,,,
05-Sep-22,01:40 PM,2524,1651,Car - Commercial,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2525,1652,Truck (Generic),Pedestrian,DL 1LM 8927,,,,,,,,,,,
05-Sep-22,01:40 PM,2528,1654,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2529,1655,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2530,1656,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2531,1657,Unknown,Pedestrian,,,,,,,,,,,,
05-Sep-22,01:40 PM,2532,1658,Bus,MTW - Motorcycle Light,UP 31AT 1037,,,,,,,,,,,
05-Sep-22,01:40 PM,2533,1658,MTW - Motorcycle Light,Bus,DL 1SAD 3273,,,,,,,,,,,
05-Sep-22,01:40 PM,2534,1659,Bus (Cluster),MTW - Motorcycle Light,DL 1PC 6828,,,,,,,,,,,
05-Sep-22,01:40 PM,2535,1659,MTW - Motorcycle Light,Bus (Cluster),DL 11SA 0732,,,,,,,,,,,
05-Sep-22,01:40 PM,2536,1660,MTW - Motorcycle Light,Unknown,DL 7SCA 0728,,,,,,,,,,,
